filing_year,filing_month,pub_year,pub_month,grant_year,grant_month,assignee_name,patent_count,parent_company,filing_date,pub_date,grant_date,pub_before_filing,grant_before_filing,grant_before_pub,date_inconsistent
2010,3,2014,2,2014,2,AMAZON TECH INC,2,Amazon,2010-03-01,2014-02-01,2014-02-01,FALSE,FALSE,FALSE,FALSE
2010,3,2014,5,0,0,AMAZON TECH INC,1,Amazon,2010-03-01,2014-05-01,NA,FALSE,FALSE,FALSE,FALSE
2010,3,2013,11,2013,11,AMAZON TECH INC,2,Amazon,2010-03-01,2013-11-01,2013-11-01,FALSE,FALSE,FALSE,FALSE
2010,3,2012,9,2012,9,AMAZON TECH INC,1,Amazon,2010-03-01,2012-09-01,2012-09-01,FALSE,FALSE,FALSE,FALSE
2010,3,2019,5,0,0,AMAZON TECH INC,1,Amazon,2010-03-01,2019-05-01,NA,FALSE,FALSE,FALSE,FALSE
2010,3,2013,5,2013,5,AMAZON TECH INC,1,Amazon,2010-03-01,2013-05-01,2013-05-01,FALSE,FALSE,FALSE,FALSE
2010,3,2014,9,2014,9,AMAZON TECH INC,3,Amazon,2010-03-01,2014-09-01,2014-09-01,FALSE,FALSE,FALSE,FALSE
2010,3,2016,3,0,0,AMAZON TECH INC,1,Amazon,2010-03-01,2016-03-01,NA,FALSE,FALSE,FALSE,FALSE
2010,3,2014,12,2014,12,AMAZON TECH INC,1,Amazon,2010-03-01,2014-12-01,2014-12-01,FALSE,FALSE,FALSE,FALSE
2010,3,2016,2,2016,2,AMAZON TECH INC,1,Amazon,2010-03-01,2016-02-01,2016-02-01,FALSE,FALSE,FALSE,FALSE
2010,3,2015,4,2015,4,AMAZON TECH INC,1,Amazon,2010-03-01,2015-04-01,2015-04-01,FALSE,FALSE,FALSE,FALSE
2010,3,2014,9,0,0,AMAZON TECH INC,1,Amazon,2010-03-01,2014-09-01,NA,FALSE,FALSE,FALSE,FALSE
2010,3,2013,2,2013,2,AMAZON TECH INC,1,Amazon,2010-03-01,2013-02-01,2013-02-01,FALSE,FALSE,FALSE,FALSE
2010,3,2013,1,2013,1,AMAZON TECH INC,1,Amazon,2010-03-01,2013-01-01,2013-01-01,FALSE,FALSE,FALSE,FALSE
2010,3,2011,9,0,0,AMAZON TECH INC,3,Amazon,2010-03-01,2011-09-01,NA,FALSE,FALSE,FALSE,FALSE
2010,3,2016,1,2016,1,AMAZON TECH INC,1,Amazon,2010-03-01,2016-01-01,2016-01-01,FALSE,FALSE,FALSE,FALSE
2010,3,2015,10,2015,10,AMAZON TECH INC,1,Amazon,2010-03-01,2015-10-01,2015-10-01,FALSE,FALSE,FALSE,FALSE
2010,3,2018,3,2018,3,AMAZON TECH INC,1,Amazon,2010-03-01,2018-03-01,2018-03-01,FALSE,FALSE,FALSE,FALSE
2010,3,2016,5,2016,5,AMAZON TECH INC,1,Amazon,2010-03-01,2016-05-01,2016-05-01,FALSE,FALSE,FALSE,FALSE
2010,3,2014,7,0,0,AMAZON TECH INC,1,Amazon,2010-03-01,2014-07-01,NA,FALSE,FALSE,FALSE,FALSE
2010,3,2010,10,0,0,AMAZON TECH INC,6,Amazon,2010-03-01,2010-10-01,NA,FALSE,FALSE,FALSE,FALSE
2010,3,2012,7,2012,7,AMAZON TECH INC,1,Amazon,2010-03-01,2012-07-01,2012-07-01,FALSE,FALSE,FALSE,FALSE
2010,3,2014,3,2014,3,AMAZON TECH INC,1,Amazon,2010-03-01,2014-03-01,2014-03-01,FALSE,FALSE,FALSE,FALSE
2010,3,2012,8,2012,8,AMAZON TECH INC,1,Amazon,2010-03-01,2012-08-01,2012-08-01,FALSE,FALSE,FALSE,FALSE
2010,3,2015,1,2015,1,AMAZON TECH INC,1,Amazon,2010-03-01,2015-01-01,2015-01-01,FALSE,FALSE,FALSE,FALSE
2010,3,2015,11,0,0,AMAZON TECH INC,1,Amazon,2010-03-01,2015-11-01,NA,FALSE,FALSE,FALSE,FALSE
2010,4,2011,4,2011,4,AMAZON TECH INC,1,Amazon,2010-04-01,2011-04-01,2011-04-01,FALSE,FALSE,FALSE,FALSE
2010,4,2012,4,0,0,AMAZON TECH INC,1,Amazon,2010-04-01,2012-04-01,NA,FALSE,FALSE,FALSE,FALSE
2010,4,2012,1,0,0,AMAZON TECH INC,1,Amazon,2010-04-01,2012-01-01,NA,FALSE,FALSE,FALSE,FALSE
2010,4,2014,3,0,0,AMAZON TECH INC,1,Amazon,2010-04-01,2014-03-01,NA,FALSE,FALSE,FALSE,FALSE
2010,4,2017,5,2017,5,AMAZON TECH INC,1,Amazon,2010-04-01,2017-05-01,2017-05-01,FALSE,FALSE,FALSE,FALSE
2010,4,2013,5,2013,5,AMAZON TECH INC,1,Amazon,2010-04-01,2013-05-01,2013-05-01,FALSE,FALSE,FALSE,FALSE
2010,4,2012,3,0,0,AMAZON TECH INC,1,Amazon,2010-04-01,2012-03-01,NA,FALSE,FALSE,FALSE,FALSE
2010,4,2013,5,0,0,AMAZON TECH INC,1,Amazon,2010-04-01,2013-05-01,NA,FALSE,FALSE,FALSE,FALSE
2010,4,2014,8,2014,8,AMAZON TECH INC,1,Amazon,2010-04-01,2014-08-01,2014-08-01,FALSE,FALSE,FALSE,FALSE
2010,4,2014,2,2014,2,AMAZON TECH INC,1,Amazon,2010-04-01,2014-02-01,2014-02-01,FALSE,FALSE,FALSE,FALSE
2010,4,2018,1,0,0,AMAZON TECH INC,1,Amazon,2010-04-01,2018-01-01,NA,FALSE,FALSE,FALSE,FALSE
2010,4,2013,1,2013,1,AMAZON TECH INC,1,Amazon,2010-04-01,2013-01-01,2013-01-01,FALSE,FALSE,FALSE,FALSE
2010,4,2014,12,2014,12,AMAZON TECH INC,1,Amazon,2010-04-01,2014-12-01,2014-12-01,FALSE,FALSE,FALSE,FALSE
2010,4,2015,12,2015,12,AMAZON TECH INC,1,Amazon,2010-04-01,2015-12-01,2015-12-01,FALSE,FALSE,FALSE,FALSE
2010,4,2013,6,2013,6,AMAZON TECH INC,1,Amazon,2010-04-01,2013-06-01,2013-06-01,FALSE,FALSE,FALSE,FALSE
2010,4,2010,11,0,0,AMAZON TECH INC,2,Amazon,2010-04-01,2010-11-01,NA,FALSE,FALSE,FALSE,FALSE
2010,4,2012,12,2012,12,AMAZON TECH INC,2,Amazon,2010-04-01,2012-12-01,2012-12-01,FALSE,FALSE,FALSE,FALSE
2010,4,2015,2,2015,2,AMAZON TECH INC,1,Amazon,2010-04-01,2015-02-01,2015-02-01,FALSE,FALSE,FALSE,FALSE
2010,4,2013,2,2013,2,AMAZON TECH INC,1,Amazon,2010-04-01,2013-02-01,2013-02-01,FALSE,FALSE,FALSE,FALSE
2010,4,2019,10,2019,10,AMAZON TECH INC,1,Amazon,2010-04-01,2019-10-01,2019-10-01,FALSE,FALSE,FALSE,FALSE
2010,4,2014,5,2014,5,AMAZON TECH INC,1,Amazon,2010-04-01,2014-05-01,2014-05-01,FALSE,FALSE,FALSE,FALSE
2010,4,2015,5,2015,5,AMAZON TECH INC,1,Amazon,2010-04-01,2015-05-01,2015-05-01,FALSE,FALSE,FALSE,FALSE
2010,4,2016,3,2016,3,AMAZON TECH INC,1,Amazon,2010-04-01,2016-03-01,2016-03-01,FALSE,FALSE,FALSE,FALSE
2010,4,2014,1,2014,1,AMAZON TECH INC,1,Amazon,2010-04-01,2014-01-01,2014-01-01,FALSE,FALSE,FALSE,FALSE
2010,4,2015,3,2015,3,AMAZON TECH INC,1,Amazon,2010-04-01,2015-03-01,2015-03-01,FALSE,FALSE,FALSE,FALSE
2010,5,2016,3,2016,3,AMAZON TECH INC,1,Amazon,2010-05-01,2016-03-01,2016-03-01,FALSE,FALSE,FALSE,FALSE
2010,5,2015,7,2015,7,AMAZON TECH INC,2,Amazon,2010-05-01,2015-07-01,2015-07-01,FALSE,FALSE,FALSE,FALSE
2010,5,2013,2,2013,2,AMAZON TECH INC,3,Amazon,2010-05-01,2013-02-01,2013-02-01,FALSE,FALSE,FALSE,FALSE
2010,5,2014,5,0,0,AMAZON TECH INC,1,Amazon,2010-05-01,2014-05-01,NA,FALSE,FALSE,FALSE,FALSE
2010,5,2015,2,2015,2,AMAZON TECH INC,1,Amazon,2010-05-01,2015-02-01,2015-02-01,FALSE,FALSE,FALSE,FALSE
2010,5,2012,10,2012,10,AMAZON TECH INC,1,Amazon,2010-05-01,2012-10-01,2012-10-01,FALSE,FALSE,FALSE,FALSE
2010,5,2011,12,0,0,AMAZON TECH INC,1,Amazon,2010-05-01,2011-12-01,NA,FALSE,FALSE,FALSE,FALSE
2010,5,2014,5,2014,5,AMAZON TECH INC,1,Amazon,2010-05-01,2014-05-01,2014-05-01,FALSE,FALSE,FALSE,FALSE
2010,5,2012,5,0,0,AMAZON TECH INC,1,Amazon,2010-05-01,2012-05-01,NA,FALSE,FALSE,FALSE,FALSE
2010,5,2018,9,2018,9,AMAZON TECH INC,1,Amazon,2010-05-01,2018-09-01,2018-09-01,FALSE,FALSE,FALSE,FALSE
2010,5,2018,2,2018,2,AMAZON TECH INC,1,Amazon,2010-05-01,2018-02-01,2018-02-01,FALSE,FALSE,FALSE,FALSE
2010,5,2013,12,2013,12,AMAZON TECH INC,1,Amazon,2010-05-01,2013-12-01,2013-12-01,FALSE,FALSE,FALSE,FALSE
2010,5,2014,11,2014,11,AMAZON TECH INC,2,Amazon,2010-05-01,2014-11-01,2014-11-01,FALSE,FALSE,FALSE,FALSE
2010,5,2017,1,2017,1,AMAZON TECH INC,1,Amazon,2010-05-01,2017-01-01,2017-01-01,FALSE,FALSE,FALSE,FALSE
2010,5,2017,4,2017,4,AMAZON TECH INC,2,Amazon,2010-05-01,2017-04-01,2017-04-01,FALSE,FALSE,FALSE,FALSE
2010,5,2012,4,0,0,AMAZON TECH INC,1,Amazon,2010-05-01,2012-04-01,NA,FALSE,FALSE,FALSE,FALSE
2010,5,2015,9,2015,9,AMAZON TECH INC,1,Amazon,2010-05-01,2015-09-01,2015-09-01,FALSE,FALSE,FALSE,FALSE
2010,5,2014,10,2014,10,AMAZON TECH INC,1,Amazon,2010-05-01,2014-10-01,2014-10-01,FALSE,FALSE,FALSE,FALSE
2010,5,2013,9,2013,9,AMAZON TECH INC,1,Amazon,2010-05-01,2013-09-01,2013-09-01,FALSE,FALSE,FALSE,FALSE
2010,5,2010,11,0,0,AMAZON TECH INC,3,Amazon,2010-05-01,2010-11-01,NA,FALSE,FALSE,FALSE,FALSE
2010,5,2021,12,0,0,AMAZON TECH INC,1,Amazon,2010-05-01,2021-12-01,NA,FALSE,FALSE,FALSE,FALSE
2010,5,2013,5,2013,5,AMAZON TECH INC,1,Amazon,2010-05-01,2013-05-01,2013-05-01,FALSE,FALSE,FALSE,FALSE
2010,5,2012,1,0,0,AMAZON TECH INC,1,Amazon,2010-05-01,2012-01-01,NA,FALSE,FALSE,FALSE,FALSE
2010,5,2011,11,2011,11,AMAZON TECH INC,1,Amazon,2010-05-01,2011-11-01,2011-11-01,FALSE,FALSE,FALSE,FALSE
2010,5,2013,3,2013,3,AMAZON TECH INC,1,Amazon,2010-05-01,2013-03-01,2013-03-01,FALSE,FALSE,FALSE,FALSE
2010,5,2016,5,0,0,AMAZON TECH INC,1,Amazon,2010-05-01,2016-05-01,NA,FALSE,FALSE,FALSE,FALSE
2010,5,2013,7,2013,7,AMAZON TECH INC,1,Amazon,2010-05-01,2013-07-01,2013-07-01,FALSE,FALSE,FALSE,FALSE
2010,5,2015,1,2015,1,AMAZON TECH INC,1,Amazon,2010-05-01,2015-01-01,2015-01-01,FALSE,FALSE,FALSE,FALSE
2010,5,2021,8,2021,8,AMAZON TECH INC,1,Amazon,2010-05-01,2021-08-01,2021-08-01,FALSE,FALSE,FALSE,FALSE
2010,5,2014,9,2014,9,AMAZON TECH INC,1,Amazon,2010-05-01,2014-09-01,2014-09-01,FALSE,FALSE,FALSE,FALSE
2010,5,2013,10,2013,10,AMAZON TECH INC,1,Amazon,2010-05-01,2013-10-01,2013-10-01,FALSE,FALSE,FALSE,FALSE
2010,5,2012,6,2012,6,AMAZON TECH INC,1,Amazon,2010-05-01,2012-06-01,2012-06-01,FALSE,FALSE,FALSE,FALSE
2010,5,2012,3,0,0,AMAZON TECH INC,2,Amazon,2010-05-01,2012-03-01,NA,FALSE,FALSE,FALSE,FALSE
2010,5,2017,2,2017,2,AMAZON TECH INC,1,Amazon,2010-05-01,2017-02-01,2017-02-01,FALSE,FALSE,FALSE,FALSE
2010,5,2014,3,2014,3,AMAZON TECH INC,2,Amazon,2010-05-01,2014-03-01,2014-03-01,FALSE,FALSE,FALSE,FALSE
2010,5,2016,11,2016,11,AMAZON TECH INC,1,Amazon,2010-05-01,2016-11-01,2016-11-01,FALSE,FALSE,FALSE,FALSE
2010,6,2011,12,0,0,AMAZON TECH INC,1,Amazon,2010-06-01,2011-12-01,NA,FALSE,FALSE,FALSE,FALSE
2010,6,2014,11,2014,11,AMAZON TECH INC,1,Amazon,2010-06-01,2014-11-01,2014-11-01,FALSE,FALSE,FALSE,FALSE
2010,6,2015,12,2015,12,AMAZON TECH INC,1,Amazon,2010-06-01,2015-12-01,2015-12-01,FALSE,FALSE,FALSE,FALSE
2010,6,2012,4,2012,4,AMAZON TECH INC,1,Amazon,2010-06-01,2012-04-01,2012-04-01,FALSE,FALSE,FALSE,FALSE
2010,6,2014,3,2014,3,AMAZON TECH INC,1,Amazon,2010-06-01,2014-03-01,2014-03-01,FALSE,FALSE,FALSE,FALSE
2010,6,2014,2,2014,2,AMAZON TECH INC,1,Amazon,2010-06-01,2014-02-01,2014-02-01,FALSE,FALSE,FALSE,FALSE
2010,6,2015,3,2015,3,AMAZON TECH INC,2,Amazon,2010-06-01,2015-03-01,2015-03-01,FALSE,FALSE,FALSE,FALSE
2010,6,2017,8,2017,8,AMAZON TECH INC,1,Amazon,2010-06-01,2017-08-01,2017-08-01,FALSE,FALSE,FALSE,FALSE
2010,6,2017,6,2017,6,AMAZON TECH INC,1,Amazon,2010-06-01,2017-06-01,2017-06-01,FALSE,FALSE,FALSE,FALSE
2010,6,2012,4,0,0,AMAZON TECH INC,1,Amazon,2010-06-01,2012-04-01,NA,FALSE,FALSE,FALSE,FALSE
2010,6,2013,4,2013,4,AMAZON TECH INC,4,Amazon,2010-06-01,2013-04-01,2013-04-01,FALSE,FALSE,FALSE,FALSE
2010,6,2012,11,0,0,AMAZON TECH INC,1,Amazon,2010-06-01,2012-11-01,NA,FALSE,FALSE,FALSE,FALSE
2010,6,2017,1,2017,1,AMAZON TECH INC,1,Amazon,2010-06-01,2017-01-01,2017-01-01,FALSE,FALSE,FALSE,FALSE
2010,6,2012,11,2012,11,AMAZON TECH INC,2,Amazon,2010-06-01,2012-11-01,2012-11-01,FALSE,FALSE,FALSE,FALSE
2010,6,2013,3,2013,3,AMAZON TECH INC,2,Amazon,2010-06-01,2013-03-01,2013-03-01,FALSE,FALSE,FALSE,FALSE
2010,6,2012,7,2012,7,AMAZON TECH INC,1,Amazon,2010-06-01,2012-07-01,2012-07-01,FALSE,FALSE,FALSE,FALSE
2010,6,2014,9,2014,9,AMAZON TECH INC,1,Amazon,2010-06-01,2014-09-01,2014-09-01,FALSE,FALSE,FALSE,FALSE
2010,6,2013,8,2013,8,AMAZON TECH INC,3,Amazon,2010-06-01,2013-08-01,2013-08-01,FALSE,FALSE,FALSE,FALSE
2010,6,2013,1,2013,1,AMAZON TECH INC,3,Amazon,2010-06-01,2013-01-01,2013-01-01,FALSE,FALSE,FALSE,FALSE
2010,6,2013,12,2013,12,AMAZON TECH INC,2,Amazon,2010-06-01,2013-12-01,2013-12-01,FALSE,FALSE,FALSE,FALSE
2010,6,2017,11,2017,11,AMAZON TECH INC,1,Amazon,2010-06-01,2017-11-01,2017-11-01,FALSE,FALSE,FALSE,FALSE
2010,6,2014,5,2014,5,AMAZON TECH INC,3,Amazon,2010-06-01,2014-05-01,2014-05-01,FALSE,FALSE,FALSE,FALSE
2010,6,2018,12,2018,12,AMAZON TECH INC,1,Amazon,2010-06-01,2018-12-01,2018-12-01,FALSE,FALSE,FALSE,FALSE
2010,6,2016,6,2016,6,AMAZON TECH INC,1,Amazon,2010-06-01,2016-06-01,2016-06-01,FALSE,FALSE,FALSE,FALSE
2010,6,2015,10,2015,10,AMAZON TECH INC,1,Amazon,2010-06-01,2015-10-01,2015-10-01,FALSE,FALSE,FALSE,FALSE
2010,6,2012,9,2012,9,AMAZON TECH INC,4,Amazon,2010-06-01,2012-09-01,2012-09-01,FALSE,FALSE,FALSE,FALSE
2010,6,2012,12,2012,12,AMAZON TECH INC,1,Amazon,2010-06-01,2012-12-01,2012-12-01,FALSE,FALSE,FALSE,FALSE
2010,6,2016,5,0,0,AMAZON TECH INC,1,Amazon,2010-06-01,2016-05-01,NA,FALSE,FALSE,FALSE,FALSE
2010,6,2013,9,2013,9,AMAZON TECH INC,2,Amazon,2010-06-01,2013-09-01,2013-09-01,FALSE,FALSE,FALSE,FALSE
2010,6,2018,6,2018,6,AMAZON TECH INC,1,Amazon,2010-06-01,2018-06-01,2018-06-01,FALSE,FALSE,FALSE,FALSE
2010,6,2014,8,2014,8,AMAZON TECH INC,1,Amazon,2010-06-01,2014-08-01,2014-08-01,FALSE,FALSE,FALSE,FALSE
2010,6,2012,3,2012,3,AMAZON TECH INC,1,Amazon,2010-06-01,2012-03-01,2012-03-01,FALSE,FALSE,FALSE,FALSE
2010,6,2015,11,2015,11,AMAZON TECH INC,1,Amazon,2010-06-01,2015-11-01,2015-11-01,FALSE,FALSE,FALSE,FALSE
2010,6,2012,8,2012,8,AMAZON TECH INC,3,Amazon,2010-06-01,2012-08-01,2012-08-01,FALSE,FALSE,FALSE,FALSE
2010,6,2014,8,0,0,AMAZON TECH INC,1,Amazon,2010-06-01,2014-08-01,NA,FALSE,FALSE,FALSE,FALSE
2010,6,2016,4,2016,4,AMAZON TECH INC,1,Amazon,2010-06-01,2016-04-01,2016-04-01,FALSE,FALSE,FALSE,FALSE
2010,6,2017,10,2017,10,AMAZON TECH INC,1,Amazon,2010-06-01,2017-10-01,2017-10-01,FALSE,FALSE,FALSE,FALSE
2010,6,2010,12,0,0,AMAZON TECH INC,4,Amazon,2010-06-01,2010-12-01,NA,FALSE,FALSE,FALSE,FALSE
2010,6,2016,11,2016,11,AMAZON TECH INC,1,Amazon,2010-06-01,2016-11-01,2016-11-01,FALSE,FALSE,FALSE,FALSE
2010,6,2012,10,2012,10,AMAZON TECH INC,2,Amazon,2010-06-01,2012-10-01,2012-10-01,FALSE,FALSE,FALSE,FALSE
2010,6,2015,2,2015,2,AMAZON TECH INC,1,Amazon,2010-06-01,2015-02-01,2015-02-01,FALSE,FALSE,FALSE,FALSE
2010,6,2014,4,2014,4,AMAZON TECH INC,2,Amazon,2010-06-01,2014-04-01,2014-04-01,FALSE,FALSE,FALSE,FALSE
2010,6,2010,11,2010,11,AMAZON TECH INC,1,Amazon,2010-06-01,2010-11-01,2010-11-01,FALSE,FALSE,FALSE,FALSE
2010,6,2012,5,2012,5,AMAZON TECH INC,1,Amazon,2010-06-01,2012-05-01,2012-05-01,FALSE,FALSE,FALSE,FALSE
2010,6,2012,5,0,0,AMAZON TECH INC,3,Amazon,2010-06-01,2012-05-01,NA,FALSE,FALSE,FALSE,FALSE
2010,6,2019,7,2019,7,AMAZON TECH INC,1,Amazon,2010-06-01,2019-07-01,2019-07-01,FALSE,FALSE,FALSE,FALSE
2010,6,2012,1,2012,1,AMAZON TECH INC,2,Amazon,2010-06-01,2012-01-01,2012-01-01,FALSE,FALSE,FALSE,FALSE
2010,6,2013,2,2013,2,AMAZON TECH INC,3,Amazon,2010-06-01,2013-02-01,2013-02-01,FALSE,FALSE,FALSE,FALSE
2010,6,2013,6,2013,6,AMAZON TECH INC,3,Amazon,2010-06-01,2013-06-01,2013-06-01,FALSE,FALSE,FALSE,FALSE
2010,6,2011,8,2011,8,AMAZON TECH INC,1,Amazon,2010-06-01,2011-08-01,2011-08-01,FALSE,FALSE,FALSE,FALSE
2010,6,2013,10,2013,10,AMAZON TECH INC,4,Amazon,2010-06-01,2013-10-01,2013-10-01,FALSE,FALSE,FALSE,FALSE
2010,6,2012,6,0,0,AMAZON TECH INC,1,Amazon,2010-06-01,2012-06-01,NA,FALSE,FALSE,FALSE,FALSE
2010,6,2017,9,2017,9,AMAZON TECH INC,2,Amazon,2010-06-01,2017-09-01,2017-09-01,FALSE,FALSE,FALSE,FALSE
2010,6,2013,7,2013,7,AMAZON TECH INC,5,Amazon,2010-06-01,2013-07-01,2013-07-01,FALSE,FALSE,FALSE,FALSE
2010,7,2014,3,2014,3,AMAZON TECH INC,1,Amazon,2010-07-01,2014-03-01,2014-03-01,FALSE,FALSE,FALSE,FALSE
2010,7,2015,5,2015,5,AMAZON TECH INC,1,Amazon,2010-07-01,2015-05-01,2015-05-01,FALSE,FALSE,FALSE,FALSE
2010,7,2017,8,2017,8,AMAZON TECH INC,2,Amazon,2010-07-01,2017-08-01,2017-08-01,FALSE,FALSE,FALSE,FALSE
2010,7,2017,10,2017,10,AMAZON TECH INC,1,Amazon,2010-07-01,2017-10-01,2017-10-01,FALSE,FALSE,FALSE,FALSE
2010,7,2014,8,2014,8,AMAZON TECH INC,1,Amazon,2010-07-01,2014-08-01,2014-08-01,FALSE,FALSE,FALSE,FALSE
2010,7,2012,2,0,0,AMAZON TECH INC,1,Amazon,2010-07-01,2012-02-01,NA,FALSE,FALSE,FALSE,FALSE
2010,7,2012,6,2012,6,AMAZON TECH INC,1,Amazon,2010-07-01,2012-06-01,2012-06-01,FALSE,FALSE,FALSE,FALSE
2010,7,2011,1,0,0,AMAZON TECH INC,2,Amazon,2010-07-01,2011-01-01,NA,FALSE,FALSE,FALSE,FALSE
2010,7,2016,2,2016,2,AMAZON TECH INC,1,Amazon,2010-07-01,2016-02-01,2016-02-01,FALSE,FALSE,FALSE,FALSE
2010,7,2016,1,2016,1,AMAZON TECH INC,1,Amazon,2010-07-01,2016-01-01,2016-01-01,FALSE,FALSE,FALSE,FALSE
2010,7,2014,7,2014,7,AMAZON TECH INC,1,Amazon,2010-07-01,2014-07-01,2014-07-01,FALSE,FALSE,FALSE,FALSE
2010,7,2013,12,2013,12,AMAZON TECH INC,1,Amazon,2010-07-01,2013-12-01,2013-12-01,FALSE,FALSE,FALSE,FALSE
2010,7,2019,1,2019,1,AMAZON TECH INC,1,Amazon,2010-07-01,2019-01-01,2019-01-01,FALSE,FALSE,FALSE,FALSE
2010,7,2012,5,0,0,AMAZON TECH INC,2,Amazon,2010-07-01,2012-05-01,NA,FALSE,FALSE,FALSE,FALSE
2010,7,2012,3,2012,3,AMAZON TECH INC,1,Amazon,2010-07-01,2012-03-01,2012-03-01,FALSE,FALSE,FALSE,FALSE
2010,7,2017,4,2017,4,AMAZON TECH INC,1,Amazon,2010-07-01,2017-04-01,2017-04-01,FALSE,FALSE,FALSE,FALSE
2010,7,2016,11,2016,11,AMAZON TECH INC,1,Amazon,2010-07-01,2016-11-01,2016-11-01,FALSE,FALSE,FALSE,FALSE
2010,7,2015,1,2015,1,AMAZON TECH INC,1,Amazon,2010-07-01,2015-01-01,2015-01-01,FALSE,FALSE,FALSE,FALSE
2010,7,2015,10,2015,10,AMAZON TECH INC,1,Amazon,2010-07-01,2015-10-01,2015-10-01,FALSE,FALSE,FALSE,FALSE
2010,7,2014,10,2014,10,AMAZON TECH INC,1,Amazon,2010-07-01,2014-10-01,2014-10-01,FALSE,FALSE,FALSE,FALSE
2010,7,2011,8,2011,8,AMAZON TECH INC,1,Amazon,2010-07-01,2011-08-01,2011-08-01,FALSE,FALSE,FALSE,FALSE
2010,7,2011,1,2011,1,AMAZON TECH INC,1,Amazon,2010-07-01,2011-01-01,2011-01-01,FALSE,FALSE,FALSE,FALSE
2010,7,2018,1,2018,1,AMAZON TECH INC,1,Amazon,2010-07-01,2018-01-01,2018-01-01,FALSE,FALSE,FALSE,FALSE
2010,7,2014,10,0,0,AMAZON TECH INC,1,Amazon,2010-07-01,2014-10-01,NA,FALSE,FALSE,FALSE,FALSE
2010,7,2011,6,2011,6,AMAZON TECH INC,1,Amazon,2010-07-01,2011-06-01,2011-06-01,FALSE,FALSE,FALSE,FALSE
2010,7,2012,11,2012,11,AMAZON TECH INC,1,Amazon,2010-07-01,2012-11-01,2012-11-01,FALSE,FALSE,FALSE,FALSE
2010,7,2014,9,0,0,AMAZON TECH INC,1,Amazon,2010-07-01,2014-09-01,NA,FALSE,FALSE,FALSE,FALSE
2010,7,2014,4,2014,4,AMAZON TECH INC,1,Amazon,2010-07-01,2014-04-01,2014-04-01,FALSE,FALSE,FALSE,FALSE
2010,7,2012,9,2012,9,AMAZON TECH INC,1,Amazon,2010-07-01,2012-09-01,2012-09-01,FALSE,FALSE,FALSE,FALSE
2010,8,2014,10,2014,10,AMAZON TECH INC,2,Amazon,2010-08-01,2014-10-01,2014-10-01,FALSE,FALSE,FALSE,FALSE
2010,8,2021,2,2021,2,AMAZON TECH INC,1,Amazon,2010-08-01,2021-02-01,2021-02-01,FALSE,FALSE,FALSE,FALSE
2010,8,2012,8,2012,8,AMAZON TECH INC,2,Amazon,2010-08-01,2012-08-01,2012-08-01,FALSE,FALSE,FALSE,FALSE
2010,8,2014,4,2014,4,AMAZON TECH INC,2,Amazon,2010-08-01,2014-04-01,2014-04-01,FALSE,FALSE,FALSE,FALSE
2010,8,2015,8,2015,8,AMAZON TECH INC,1,Amazon,2010-08-01,2015-08-01,2015-08-01,FALSE,FALSE,FALSE,FALSE
2010,8,2014,12,2014,12,AMAZON TECH INC,2,Amazon,2010-08-01,2014-12-01,2014-12-01,FALSE,FALSE,FALSE,FALSE
2010,8,2013,1,2013,1,AMAZON TECH INC,2,Amazon,2010-08-01,2013-01-01,2013-01-01,FALSE,FALSE,FALSE,FALSE
2010,8,2013,2,2013,2,AMAZON TECH INC,1,Amazon,2010-08-01,2013-02-01,2013-02-01,FALSE,FALSE,FALSE,FALSE
2010,8,2015,7,2015,7,AMAZON TECH INC,1,Amazon,2010-08-01,2015-07-01,2015-07-01,FALSE,FALSE,FALSE,FALSE
2010,8,2010,12,0,0,AMAZON TECH INC,2,Amazon,2010-08-01,2010-12-01,NA,FALSE,FALSE,FALSE,FALSE
2010,8,2013,5,2013,5,AMAZON TECH INC,2,Amazon,2010-08-01,2013-05-01,2013-05-01,FALSE,FALSE,FALSE,FALSE
2010,8,2014,7,2014,7,AMAZON TECH INC,1,Amazon,2010-08-01,2014-07-01,2014-07-01,FALSE,FALSE,FALSE,FALSE
2010,8,2017,9,0,0,AMAZON TECH INC,1,Amazon,2010-08-01,2017-09-01,NA,FALSE,FALSE,FALSE,FALSE
2010,8,2013,4,2013,4,AMAZON TECH INC,1,Amazon,2010-08-01,2013-04-01,2013-04-01,FALSE,FALSE,FALSE,FALSE
2010,8,2011,6,2011,6,AMAZON TECH INC,1,Amazon,2010-08-01,2011-06-01,2011-06-01,FALSE,FALSE,FALSE,FALSE
2010,8,2015,5,2015,5,AMAZON TECH INC,2,Amazon,2010-08-01,2015-05-01,2015-05-01,FALSE,FALSE,FALSE,FALSE
2010,8,2012,7,2012,7,AMAZON TECH INC,2,Amazon,2010-08-01,2012-07-01,2012-07-01,FALSE,FALSE,FALSE,FALSE
2010,8,2017,11,2017,11,AMAZON TECH INC,1,Amazon,2010-08-01,2017-11-01,2017-11-01,FALSE,FALSE,FALSE,FALSE
2010,8,2013,9,2013,9,AMAZON TECH INC,1,Amazon,2010-08-01,2013-09-01,2013-09-01,FALSE,FALSE,FALSE,FALSE
2010,8,2012,1,2012,1,AMAZON TECH INC,1,Amazon,2010-08-01,2012-01-01,2012-01-01,FALSE,FALSE,FALSE,FALSE
